title,author,author_gender
"The Black Reckoning (The Books of Beginning, #3)",John  Stephens,male
Borders of Infinity (Vorkosigan Saga [Publication] #5.1-5.3),Lois McMaster Bujold,female
"Tainted Black (Tainted Black, #1)",Shanora Williams,female
"Beastly Bones (Jackaby, #2)",William Ritter,Unknown
"Dark Instincts (The Phoenix Pack, #4)",Suzanne Wright,female
"The Expats (Kate Moore, #1)",Chris  Pavone,male
Death in the Afternoon,Ernest Hemingway,male
Pêcheur d'Islande,Pierre Loti,male
অভিশপ্ত চম্বল,Tarun Kumar Bhaduri,Unknown
Modernity at Large: Cultural Dimensions of Globalization,Arjun Appadurai,male
The Sins of The Tongue,Omar Ali Zafar,Unknown
"Underdogs (Wolfe Brothers, #1-3)",Markus Zusak,Unknown
Люлеещият се стол,Олга Кръстева,Unknown
"When I Fall in Love (Christiansen Family, #3)",Susan May Warren,Unknown
Het lot van de familie Meijer,Charles Lewinsky,Unknown
"Legal Affairs Boxed Set: Volumes 1-6 (Legal Affairs, #1.1-1.6)",Sawyer Bennett,female
"Keela (Slater Brothers, #2.5)",L.A. Casey,female
The Old Devils,Kingsley Amis,male
The Accident Season,Moïra Fowley-Doyle,female
بستان الروح -الجزء الثالث,الأنبا يوأنس أسقف الغربية,Unknown
The Variable Man,Philip K. Dick,male
"Crown of Shadows (The Coldfire Trilogy, #3)",C.S. Friedman,Unknown
White Whale,Rose Christo,Unknown
Titanus McDuff and the Birthday Surprise (The Treasure Chest Mysteries #1),Gretchen M Fogelstrom,Unknown
Beyond Hercules,Paul A. Bussard,male
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,male
Jerusalem: The Biography,Simon Sebag Montefiore,male
El cuarto de atrás,Carmen Martín Gaite,Unknown
"Executive (Alex Hoffmann, #1)",Leslie Wolfe,Unknown
شاپرک خانوم,بیژن مفید,Unknown
Pawn's Dream,Eric S. Nylund,Unknown
"The Corridor (The Corridor Duology, #1)",A.N. Willis,female
El Arte de La Prudencia: La Tregua de Los Doce Anos En La Europa de Los Pacificadores,Bernardo José García García,Unknown
"Killer (Stalker, #0.5)",Clarissa Wild,female
"The Twelve Children of Paris (Tannhauser, #2)",Tim Willocks,Unknown
Fitzempress' Law,Diana Norman,female
ممنوع الضحك,حنان لاشين,Unknown
Rules for Secret Keeping,Lauren Barnholdt,Unknown
Al otro lado del espejo,Jordi Sierra i Fabra,Unknown
The Five Dysfunctions of a Team: by Patrick Lencioni (A Leadership Fable) | A 13-Minute Summary,Bern Bolo,Unknown
True Calling (True Calling #1),Siobhan Davis,female
"True Colors (Star Wars: Republic Commando, #3)",Karen Traviss,female
"I Zombie I (I Zombie, #1)",Jack Wallen,male
2004 - Thanks for the Vodka,Harpie,Unknown
The True Story of Human Evolutionary Genesis,Elvis Newman,Unknown
The Rebellion of the Hanged,B. Traven,male
Force 10 from Navarone,Alistair MacLean,male
"The Far West (Frontier Magic, #3)",Patricia C. Wrede,female
True to the Highlander (Loch Moigh #1),Barbara Longley,female
Vanished: The Sixty-Year Search for the Missing Men of World War II,Wil S. Hylton,Unknown
Il ciclo di Retief vol.2,Keith Laumer,male
Golden State,Stephanie Kegan,female
Kayıp Hayaller Kitabı,Hasan Ali Toptaş,male
Forged by Fire: How God Shapes Those He Loves,Bob Reccord,Unknown
The New Girls,Beth Gutcheon,female
Nowhere to Go,Casey Watson,Unknown
Blueprint: Blaupause,Charlotte Kerner,Unknown
"Moonkind (Winterling, #3)",Sarah Prineas,Unknown
"The Town House (House, #1)",Norah Lofts,female
Witch Wars,Sibéal Pounder,female
The Noonday Demon: An Atlas of Depression,Andrew Solomon,male
"Oblivion (Lux, #1.5)",Jennifer L. Armentrout,female
Rashomon and Other Stories,Ryūnosuke Akutagawa,male
The Wedding Girl,Madeleine Wickham,female
I Hate Myselfie: A Collection of Essays,Shane Dawson,Unknown
Propaganda & Persuasion,Garth S. Jowett,Unknown
Dear Dork / Holiday Heartbreak (Double Dork Diaries #3; Dork Diaries #5-6),Rachel Renée Russell,Unknown
Geim,Anders de la Motte,male
"Manifold: Space (Manifold, #2)",Stephen Baxter,male
"Ondskabens Tegn (Jarastavens Vandring, #2)",Saga Borg,Unknown
Des milliers d'étincelles,Tania Boulet,Unknown
Real Happiness: The Power of Meditation,Sharon Salzberg,female
X-Men: Misfits,Raina Telgemeier,Unknown
The Wander Society,Keri Smith,female
5001 Nights at the Movies,Pauline Kael,female
Delta Green,Dennis Detwiller,Unknown
El profesor,John Katzenbach,male
The Book of Eve,Constance Beresford-Howe,female
Queen of Hearts,Susan Richards Shreve,Unknown
The frozen boy,Guido Sgardoli,Unknown
So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,Unknown
A Maze of Death,Philip K. Dick,male
Under the Jaguar Sun,Italo Calvino,male
"Bloodshot, Volume 3: Harbinger Wars",Duane Swierczynski,Unknown
Роксолана,Pavlo Zahrebelnyi,male
Shadowy Lights: Fear,Jen A. Durand,female
The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,male
"Outview (Inner Movement, #1)",Brandt Legg,male
The Blue Island,William T. Stead,male
The Masqueraders,Georgette Heyer,female
Tudo ou Nada: Eike Batista e a Verdadeira História do Grupo X,Malu Gaspar,Unknown
The Progeny (Descendants of the House of Bathory #1),Tosca Lee,female
"Leafpool's Wish (Warriors Novellas, #5)",Erin Hunter,female
The Universe Inside You: The Extreme Science of the Human Body From Quantum Theory to the Mysteries of the Brain,Brian Clegg,male
From Eve's Rib,Gioconda Belli,female
El otro barrio,Elvira Lindo,female
New Moon: Edward,P.A. Lassiter,Unknown
"Egipcjanin Sinuhe, tom 2",Mika Waltari,male
"The Shotgun Arcana (Golgotha, #2)",R.S. Belcher,male
The Ultimate Introduction to NLP,Richard Bandler,Unknown
"Grant Writing Step By Step: A Simple, straightforward guidebook for getting the money you need.",Anne Haw Holt,Unknown
"Adventures with Jedi, Geeks, and Hobbits: Confessions of a New Media Priest",Roderick Vonhögen,Unknown
Ce que le jour doit à la nuit,Yasmina Khadra,male
La sirena varada,Alejandro Casona,male
Daughters of the Grail,Elizabeth Chadwick,female
The Starlight Conspiracy,Steve Voake,Unknown
"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,female
Mountain Man,Vardis Fisher,male
The All Souls Trilogy Boxed Set,Deborah Harkness,female
"Spice and Wolf, Vol. 17",Isuna Hasekura,Unknown
Doll-baby,Laura Lane McNeal,female
"Hana-Kimi: For You in Full Blossom, Vol. 8 (Hana-Kimi: For You in Full Blossom, #8)",Hisaya Nakajo,female
Disruption,Steven Whibley,male
Think Like a Champion: An Informal Education in Business and Life,Donald J. Trump,male
"The High King's Golden Tongue (Tales of the High Court, #1)",Megan Derr,female
Over a Thousand Hills I Walk with You,Hanna Jansen,Unknown
The Second Violin,Grace S. Richmond,male
Black (Black #1),T.L.  Smith,female
"The Curious Case of the Copper Corpse  (Flavia de Luce, #6.5)",Alan Bradley,male
QUAIL FARMING: Markets and Marketing Strategies,Francis Okumu,Unknown
Running Blind,Rob            Matthews,Unknown
"On a Whim (Katie Weldon, #2)",Robin Jones Gunn,female
Thrall,Abigail Graham,Unknown
"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,Unknown
"The Finale (Flint, #7)",Treasure Hernandez,Unknown
Bluebird,Lindsey Yankey,Unknown
Cartas a um Jovem Investidor,Gustavo Cerbasi,Unknown
Byomkesh Bakshi Stories,Sharadindu Bandyopadhyay,male
"Honestly Ben (Openly Straight, #2)",Bill Konigsberg,male
Age of Iron,J.M. Coetzee,Unknown
Maya Angelou: The Complete Poetry,Maya Angelou,female
"Children of the Lens (Lensman, #6)","E.E. ""Doc"" Smith",male
"Seas (Wendy Darling, #2)",Colleen Oakes,female
The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God,Kris Vallotton,Unknown
Ice Diaries: An Antarctic Memoir,Jean McNeil,female
The Mother Goose Diaries,Chris Colfer,male
"Nephilius (Walker Saga, #5)",Jaymin Eve,female
Blackbird Fly,Erin Entrada Kelly,Unknown
The Shepherd,Frederick Forsyth,male
Summary of The 48 Laws of Power: by Robert Greene | Includes Analysis,Elite Summaries,Unknown
The Dark Planet,J. Hunter Holly,female
عجائب الآثار في التراجم والأخبار,عبد الرحمن الجبرتي,Unknown
Manara's Kama Sutra,Milo Manara,male
Smashing Physics,Jon Butterworth,male
Sepotong Hati Yang Baru,Tere Liye,Unknown
The Complaints,Ian Rankin,male
Jih proti Severu 1,Margaret Mitchell,female
"The Old River Road (Long Lake Legacy, #1)",Ivy  Rose,Unknown
ترکیب بندی در عکاسی,Harald Mante,Unknown
"One Night (Friends, #0.5)",Monica  Murphy,Unknown
The Unseen World,Liz Moore,female
Roommates with Benefits,Nicole  Williams,female
The Green Years,A.J. Cronin,Unknown
Ducktails,Janette Oke,female
Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,male
Svart som silver,Bruno K. Öijer,Unknown
The Afghan,Frederick Forsyth,male
"Jessica The Jazz Fairy (Rainbow Magic: The Dance Fairies, #5)",Daisy Meadows,female
Dank,Sinem Sal,Unknown
Bichos,Miguel Torga,male
Scoundrels,Timothy Zahn,male
For Beau: The Sarah Ashdown Story,Simon Gandossi,male
Improvisation: Its Nature And Practice In Music,Derek Bailey,Unknown
Tudemarie,Maria Andersen,Unknown
Hap & Leonard: Una stagione selvaggia - Mucho mojo - Il mambo degli orsi,Joe R. Lansdale,male
"The Werewolf Handbook: An Essential Guide to Werewolves And, More Importantly, How to Avoid Them",Robert Curran,Unknown
Sad Perfect,Stephanie Elliot,Unknown
El arco y la lira: El poema. La revelación poética. Poesía e historia,Octavio Paz,Unknown
Don't Let Go,Harlan Coben,male
The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,Sarah Knight,Unknown
The Wrong Man,John Katzenbach,male
The Country Girls: Three Novels and an Epilogue:,Edna O'Brien,female
The Starving Years,Jordan Castillo Price,female
"月刊少女野崎くん 6 [Gekkan Shoujo Nozaki-kun 6] (Monthly Girls' Nozaki-kun, #6)",Izumi Tsubaki,female
Servant To The Wolf,Sue Wentz,female
A Night at the Opera,Felicity Brandon,Unknown
The Importance of Living,Lin Yutang,male
"Twelfth Night (Lady Julia Grey, #5.6)",Deanna Raybourn,female
A Mulher Certa,Sándor Márai,male
"Break Me (Sex Me, #4)",Logan Chance,male
Empower Now: True Stories from 14 Young Minority Professionals,Amber Robins,Unknown
The Conspiracy Club,Jonathan Kellerman,male
Children of the Dark,Jonathan Janz,male
A Verdadeira História de Jota Cristo,Ricardo Ferrand,Unknown
"XXL-Leseprobe - Weil ich Layken liebe (Slammed, #1)",Colleen Hoover,Unknown
خداوند بزرگ و من، جهان بزرگ و انسان,Maurice Maeterlinck,male
Pictures from Brueghel and Other Poems,William Carlos Williams,male
Dawning Ascent (The Pearson Prophecy #1),Jen L. Grey,Unknown
El Vizconde de Bragelonne Tomos I & II,Alexandre Dumas,male
My Beautiful Struggle,Jordan Bone,Unknown
WHEN A BLACK WOMAN PRAYS: How Church and Faith Change BLACK WOMEN,Raymond Sturgis,male
"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",Mitchell Zuckoff,male
Friend Request,Laura  Marshall,female
The Gospel According to Starbucks: Living with a Grande Passion,Leonard Sweet,Unknown
Plutarch's Lives: Volume I,Plutarch,male
Historia del rey transparente,Rosa Montero,Unknown
Joe Speedboot,Tommy Wieringa,male
Beasts and Savages,Emma Woods,Unknown
Miranda's Big Mistake,Jill Mansell,female
"The CEO Buys In (Wager of Hearts, #1)",Nancy Herkness,female
Mariposa capoeirista,Lily Perozo,Unknown
The Alchemist,Ben Jonson,male
"L'ordine della Croce  (Black Friars, #3)",Virginia De Winter,Unknown
Self-Reliance,Ralph Waldo Emerson,male
زمین سوخته,Ahmad Mahmoud,Unknown
The Rising Dark: A Darkest Minds Collection,Alexandra Bracken,Unknown
Breathe and Release,Katherine Hayton,Unknown
عادت می‌کنیم,Zoya Pirzad,female
Super Sons (2017-) Vol. 3: Parent Trap,Peter J. Tomasi,male
Best Friends,Jacqueline Wilson,female
Os tambores de outono - 1ª Parte (Outlander #4),Diana Gabaldon,Unknown
Her Favorite Color Was Yellow,Edgar Holmes,Unknown
Soup Recipes: Delicious Soup Stews and Chili Cookbook,Violet Karma,Unknown
Robotech: The Macross Saga: Doomsday (Robotech #4-6),Jack McKinney,Unknown
"When We Left (Timber Creek, #1)",Elena Aitken,female
Adolf Hitler: The Ultimate Avatar,Miguel Serrano,male
Threshold of The Soul,LaTonya Page-Balkcom,Unknown
Custody,Manju Kapur,female
"Conspiracy of Blood and Smoke (Prisoner of Night and Fog, #2)",Anne Blankman,female
"Wanting Mr. Cane (Cane, #1)",Shanora Williams,female
Paper-son Poet: when rails were young,Koon Woon,Unknown
Table in the Darkness: A Healing Journey Through an Eating Disorder,Lee Wolfe Blum,female
True Crime Stories Volume 7: 12 Shocking True Crime Murder Cases,Jack Rosewood,Unknown
The Motorbike Book : The Definitive Visual History,Phil Hunt,Unknown
Reasons to Live,Amy Hempel,female
"Pustynna Włócznia. Księga I (Demoniczny Cykl, #2A)",Peter V. Brett,Unknown
Dear Mr. You,Mary-Louise Parker,female
"Untitled (Six of Crows, #3)",Leigh Bardugo,female
"Death Sentence (Escape from Furnace, #3)",Alexander Gordon Smith,male
Beren and Lúthien,J.R.R. Tolkien,male
"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,female
Legion,William Peter Blatty,male
"The Life We Bury (Joe Talbert, #1; Max Rupert, #1)",Allen Eskens,male
The Safest Lies,Megan Miranda,female
யாமம்,S. Ramakrishnan,male
SuperMutant Magic Academy,Jillian Tamaki,female
"Christianity turned God and Jesus into a religion, never to meddle in state affairs, much less rule the world",Rodolfo Martin Vitangcol,Unknown
"One Good Reason (Boston Love, #3)",Julie   Johnson,female
Dooi,Rascha Peper,Unknown
Il fantasma,Danielle Steel,female
Тътени (Сливенската трилогия #1),Цончо Родев,Unknown
Confessions,Kanae Minato,female
"Nox Atra (Nox Arcana, #1)",Victoriane Vadi,Unknown
চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,male
"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,female
Depois do Desencontro (After #3A),Anna Todd,female
"Sorceress (Witch Child, #2)",Celia Rees,female
"The Child Finder (Naomi Cottle, #1)",Rene Denfeld,female
Zło,Pär Lagerkvist,male
Guts,Chuck Palahniuk,male
"Protect the Prince (Crown of Shards, #2)",Jennifer Estep,female
Plato: Crito,Gilbert P. Rose,Unknown
The Association of Small Bombs,Karan Mahajan,male
Legacy,Danielle Steel,female
"Invincible: Ultimate Collection, Vol. 2",Robert Kirkman,male
Wastelands: Stories of the Apocalypse (Wastelands #1),John Joseph Adams,male
Free the Darkness (King's Dark Tidings #1),Kel Kade,Unknown
Batwoman: Elegy,Greg Rucka,male
My Home Hero - tome 01,Naoki Yamakawa,Unknown
The Line That Held Us,David    Joy,Unknown
Намедни. Наша эра. 1946-1960.,Леонид Парфенов,Unknown
Trail of Pyres (Sundering the Gods #2),L. James Rice,male
A Vinha do Anjo,Sveva Casati Modignani,Unknown
Thick: And Other Essays,Tressie McMillan Cottom,female
Why Animals Saved humans?,Divyansh Mishra DM,male
"Happy Marriage ?!, tome 10 (Happy Marriage, #10)",Maki Enjōji,female
Between Embers (Lost Kings MC #5.5),Autumn Jones Lake,female
"We Three Heroes (The Medoran Chronicles, #4.5)",Lynette Noni,female
Natives: Race and Class in the Ruins of Empire,Akala,male
Milkman,Anna Burns,Unknown
Life Will Be the Death of Me: . . . and You Too!,Chelsea Handler,female
"Hard Questions, Real Answers",William Lane Craig,male
Sexism and God Talk: Toward a Feminist Theology,Rosemary Radford Ruether,Unknown
Strangers on a Bridge: The Case of Colonel Abel and Francis Gary Powers,James B. Donovan,Unknown
Studies in Pessimism,Arthur Schopenhauer,male
Минувшие дни,Abdulla Qodiriy,Unknown
Un appartement à Paris,Guillaume Musso,male
Sunkissed,Pixelberry Studios,Unknown
"Insight and Outlook: An Inquiry Into the Common Foundations of Science, Art and Social Ethics",Arthur Koestler,male
"The Redeemer (The Temple Of Empia Saga, #2)",M.C.  Glan,female
Τα χειρόγραφα του φθινοπώρου,Tasos Livaditis,Unknown
On Shirley Hazzard,Michelle de Kretser,female
Muhammad: Forty Introductions,Michael Muhammad Knight,male
Fire Dancer,Catherine Jones Payne,Unknown
"Insomniac City: New York, Oliver, and Me",Bill Hayes,male
Iron House,John Hart,male
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,female
"Kilala Princess, Vol. 04",Rika Tanaka,Unknown
"Darkness of Light (Darkness, #1)",Stacey Marie Brown,female
Shane Filan: My Autobiography,Shane Filan,Unknown
The Girl from Summer Hill,Jude Deveraux,female
أشياء للذكرى,محمد عبد الحليم عبد الله,Unknown
I Was Born for This,Alice Oseman,female
The President's Lady,Irving Stone,male
Siam Mapped: A History of the Geo-Body of a Nation,Thongchai Winichakul,male
Habibi,Naomi Shihab Nye,female
King: A Street Story,John Berger,male
The Voice of Reason: Essays in Objectivist Thought,Ayn Rand,female
Babouk: Voices of Resistance,Guy Endore,male
The Journals of Rachel Scott: A Journey of Faith at Columbine High,Beth Nimmo,Unknown
Wisdom of Our Fathers: Lessons and Letters from Daughters and Sons,Tim Russert,Unknown
"Mutineers' Moon (Dahak, #1)",David Weber,male
"My Grandfather's Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen,Unknown
Gebrauchsanweisung für Wien,Monika Czernin,Unknown
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,male
The Secret Diary of Anne Boleyn,Robin Maxwell,female
"Heart of the Wilderness (Women of the West, #8)",Janette Oke,female
Windfalls,Jean Hegland,female
True Believer / At First Sight,Nicholas Sparks,male
